start_time,end_time,location,type,place
1353337214,1353337328,6,0,3
1353337358,1353337497,6,0,3
1353337510,1353337512,4,2,3
1353337667,1353337669,3,3,3
1353337683,1353337685,3,3,4
1353337741,1353350521,7,4,4
1353350671,1353350675,3,3,4
1353350731,1353350734,3,3,4
1353350933,1353350936,3,3,4
1353351030,1353351034,3,3,3
1353351331,1353351335,3,3,3
1353351398,1353351404,3,3,4
1353351409,1353356968,7,4,4
1353357063,1353357066,3,3,4
1353357075,1353357078,3,3,4
1353358767,1353358771,3,3,4
1353358783,1353358786,3,3,3
1353358849,1353358860,4,2,3
1353358903,1353358909,2,2,3
1353358833,1353358953,6,0,3
1353359077,1353359079,3,3,3
1353359133,1353359136,3,3,4
1353359200,1353359208,3,3,4
1353359219,1353359224,3,3,3
1353359232,1353359235,3,3,3
1353359247,1353359249,3,3,4
1353360294,1353360298,3,3,4
1353360306,1353360591,0,3,0
1353360609,1353360612,3,3,4
1353360651,1353360654,3,3,4
1353360666,1353360685,3,3,3
1353360715,1353360719,4,2,3
1353360724,1353360726,3,3,3
1353360752,1353360760,3,3,4
1353360794,1353367240,7,4,4
1353367365,1353367368,3,3,4
1353367402,1353367404,3,3,3
1353367435,1353367436,3,3,3
1353367451,1353367486,3,3,4
1353367516,1353370866,7,4,4
1353370948,1353370951,3,3,4
1353371030,1353371085,9,1,0
1353371113,1353371115,3,3,1
1353371231,1353401773,1,4,1
1353401913,1353401916,3,3,1
1353401980,1353401983,3,3,4
1353402104,1353402107,3,3,4
1353402127,1353402129,3,3,3
1353402872,1353402876,3,3,3
1353402897,1353402899,3,3,4
1353402904,1353402907,3,3,4
1353402910,1353402914,3,3,1
1353402950,1353402952,3,3,1
1353403262,1353403266,3,3,4
1353403197,1353403273,9,1,0
1353403278,1353403281,3,3,4
1353403302,1353403308,3,3,3
1353403494,1353403499,4,2,3
1353403840,1353403842,3,3,3
1353403919,1353403922,3,3,4
1353404222,1353404225,3,3,4
1353404238,1353404248,3,3,1
1353404269,1353404271,3,3,1
1353404435,1353404898,0,3,0
1353405233,1353405521,0,3,0
1353405616,1353405618,3,3,3
1353405651,1353405655,4,2,3
1353406482,1353406484,3,3,3
1353406522,1353406524,3,3,4
1353406634,1353412450,7,4,4
1353412540,1353412542,3,3,4
1353412908,1353412982,9,1,0
1353413008,1353413011,3,3,3
1353413099,1353413115,4,2,3
1353413395,1353413397,3,3,3
1353413408,1353413411,3,3,4
1353413438,1353413441,3,3,4
1353413451,1353413453,3,3,3
1353413720,1353413723,3,3,3
1353414029,1353414032,3,3,4
1353414496,1353414499,3,3,4
1353414513,1353414515,3,3,3
1353414792,1353414795,3,3,3
1353414805,1353414807,3,3,4
1353415103,1353415106,3,3,4
1353417003,1353417006,3,3,4
1353417892,1353417895,3,3,4
1353417911,1353417914,3,3,3
1353418029,1353418049,2,2,3
1353418221,1353418224,3,3,3
1353418233,1353418236,3,3,4
1353418555,1353418558,3,3,4
1353418567,1353418578,3,3,3
1353418661,1353418706,4,2,3
1353418715,1353418717,3,3,3
1353418726,1353418730,3,3,4
1353419782,1353419785,3,3,4
1353419890,1353419896,3,3,3
1353420735,1353420739,3,3,3
1353420748,1353420752,3,3,4
1353420822,1353422532,7,4,4
1353422602,1353422604,3,3,4
1353422606,1353422610,3,3,3
1353422643,1353422645,3,3,3
1353423026,1353423028,3,3,4
1353423081,1353423085,3,3,4
1353423159,1353423162,3,3,3
1353423188,1353423190,3,3,3
1353423280,1353423283,3,3,4
1353423267,1353423327,9,1,0
1353423404,1353423407,3,3,4
1353423555,1353423559,5,2,2
1353439874,1353439881,5,2,2
1353440044,1353440047,3,3,4
1353440144,1353440254,7,4,4
1353440271,1353440273,3,3,4
1353440275,1353440278,3,3,4
1353440281,1353444617,7,4,4
1353444689,1353444692,3,3,4
1353444707,1353444715,3,3,3
1353445029,1353445032,3,3,3
1353445041,1353445044,3,3,4
1353445086,1353452472,7,4,4
1353452622,1353452624,3,3,4
1353452631,1353452646,0,3,0
1353452757,1353452758,3,3,4
1353452795,1353452798,3,3,4
1353452935,1353452969,0,3,0
1353452927,1353452983,9,1,0
1353452987,1353452990,3,3,4
1353453015,1353453018,3,3,4
1353453135,1353453137,3,3,1
1353453174,1353487967,1,4,1
1353487990,1353487992,3,3,1
1353488340,1353488407,9,1,0
1353488418,1353488421,3,3,4
1353488460,1353488463,3,3,4
1353488481,1353488483,3,3,3
1353488552,1353488555,4,2,3
1353488568,1353488571,4,2,3
1353488793,1353488799,4,2,3
1353488808,1353488810,3,3,3
1353488820,1353488823,3,3,4
1353488947,1353493829,7,4,4
1353493976,1353493979,3,3,4
1353494032,1353494035,3,3,4
1353494087,1353494089,3,3,4
1353494277,1353494666,0,3,0
1353494885,1353494958,9,1,0
1353494991,1353495165,0,3,0
1353495708,1353495711,5,2,2
1353497165,1353497170,5,2,2
1353497792,1353497794,3,3,3
1353498265,1353498267,3,3,3
1353498313,1353498316,3,3,4
1353498366,1353500777,7,4,4
1353500867,1353500870,3,3,4
1353500881,1353500883,3,3,3
1353501052,1353501055,3,3,3
1353501065,1353501068,3,3,4
1353501088,1353501091,3,3,4
1353501318,1353501323,3,3,1
1353501668,1353501670,3,3,1
1353501673,1353501676,3,3,4
1353501759,1353501761,3,3,4
1353502051,1353502054,3,3,1
1353502067,1353502073,3,3,1
1353502100,1353502104,3,3,4
1353502693,1353502696,3,3,4
1353502753,1353502764,3,3,3
1353503433,1353503436,3,3,3
1353503444,1353503447,3,3,4
1353503576,1353506496,7,4,4
1353506503,1353506507,3,3,4
1353506528,1353506531,3,3,3
1353507281,1353507285,2,2,3
1353507338,1353507341,3,3,3
1353507351,1353507354,3,3,4
1353507757,1353507760,3,3,4
1353507849,1353507852,3,3,4
1353507872,1353507874,3,3,4
1353507883,1353507887,3,3,3
1353508327,1353508330,3,3,3
1353508339,1353508342,3,3,4
1353509636,1353509639,3,3,4
1353509648,1353509651,3,3,3
1353509696,1353509698,3,3,3
1353509707,1353509709,3,3,4
1353509738,1353509741,3,3,4
1353509769,1353509774,3,3,3
1353509856,1353509858,3,3,3
1353509866,1353509869,3,3,4
1353509893,1353516499,7,4,4
1353516629,1353516632,3,3,4
1353516645,1353516649,3,3,3
1353516782,1353516795,4,2,3
1353516946,1353516948,3,3,3
1353516963,1353516966,3,3,4
1353517031,1353521128,7,4,4
1353521178,1353521181,3,3,4
1353521581,1353521584,3,3,4
1353521718,1353525236,7,4,4
1353525246,1353525249,3,3,4
1353526459,1353526462,3,3,4
1353528077,1353528079,3,3,4
1353528082,1353528086,3,3,1
1353528129,1353528132,3,3,1
1353528167,1353528169,3,3,4
1353528187,1353528194,3,3,4
1353528255,1353528258,3,3,1
1353528271,1353528273,3,3,1
1353528472,1353528475,3,3,4
1353528515,1353528517,3,3,4
1353528539,1353528579,9,1,0
1353528620,1353528623,3,3,1
1353528636,1353528638,3,3,1
1353528668,1353528671,3,3,4
1353528803,1353528806,3,3,4
1353528823,1353528826,3,3,3
1353528850,1353528852,3,3,3
1353528858,1353528861,3,3,4
1353529083,1353529087,3,3,4
1353529093,1353529102,5,2,2
1353544809,1353544816,5,2,2
1353544842,1353544844,3,3,3
1353544928,1353544946,4,2,3
1353544966,1353544968,3,3,3
1353545137,1353545142,3,3,1
1353545225,1353545229,3,3,1
1353545244,1353545263,0,3,0
1353545535,1353545538,3,3,4
1353545654,1353545657,3,3,4
1353545736,1353545739,3,3,1
1353545775,1353561796,1,4,1
1353561816,1353561819,3,3,1
1353561949,1353561957,3,3,1
1353572954,1353575389,1,4,1
1353575505,1353575508,3,3,1
1353575830,1353575833,3,3,4
1353575788,1353575857,9,1,0
1353575955,1353575958,3,3,4
1353575992,1353575995,3,3,3
1353576026,1353576049,4,2,3
1353576241,1353576270,4,2,3
1353576307,1353576366,2,2,3
1353577336,1353577345,3,3,3
1353577510,1353577513,3,3,4
1353577921,1353577924,3,3,4
1353577975,1353577978,3,3,1
1353578383,1353578385,3,3,1
1353578547,1353578549,3,3,3
1353578943,1353578953,2,2,3
1353579027,1353579030,3,3,3
1353579097,1353579101,3,3,4
1353579120,1353581753,7,4,4
1353581766,1353581769,3,3,4
1353581801,1353581802,3,3,3
1353581804,1353581809,4,2,3
1353582545,1353582547,3,3,3
1353583226,1353583886,0,3,0
1353584295,1353584298,3,3,4
1353584351,1353584737,7,4,4
1353584738,1353584740,3,3,4
1353584815,1353584817,3,3,4
1353585918,1353585921,3,3,4
1353586661,1353586666,3,3,4
1353586694,1353592556,7,4,4
1353592559,1353592561,3,3,4
1353592572,1353592575,3,3,3
1353592941,1353592943,3,3,3
1353593080,1353593138,9,1,0
1353593151,1353593153,3,3,3
1353593184,1353593243,4,2,3
1353593256,1353593259,3,3,3
1353593266,1353593270,3,3,4
1353594362,1353594365,3,3,4
1353594377,1353594379,3,3,3
1353594430,1353594435,4,2,3
1353594444,1353594446,3,3,3
1353594454,1353594458,3,3,4
1353598969,1353598972,3,3,4
1353598988,1353599012,3,3,3
1353599504,1353599514,2,2,3
1353599594,1353599596,3,3,3
1353599614,1353599618,3,3,4
1353599662,1353604392,7,4,4
1353604532,1353604534,3,3,4
1353604545,1353604549,3,3,3
1353604632,1353604645,4,2,3
1353604771,1353604775,3,3,3
1353604792,1353604795,3,3,4
1353604872,1353612073,7,4,4
1353612215,1353612217,3,3,4
1353612432,1353612435,3,3,3
1353612642,1353612648,3,3,3
1353612666,1353612670,3,3,4
1353612721,1353612723,3,3,4
1353612735,1353612739,3,3,3
1353613103,1353613105,3,3,3
1353613116,1353613119,3,3,4
1353613880,1353613883,3,3,4
1353613901,1353613904,3,3,1
1353614296,1353614298,3,3,1
1353614508,1353614563,0,3,0
1353614723,1353614770,9,1,0
1353614870,1353614874,3,3,4
1353615025,1353615027,3,3,4
1353615068,1353615071,3,3,1
1353615099,1353615101,3,3,1
1353615145,1353615148,3,3,4
1353615299,1353615303,3,3,4
1353615324,1353615326,5,2,2
1353627292,1353627295,5,2,2
1353627353,1353627357,3,3,1
1353627360,1353627362,3,3,1
1353627375,1353627379,3,3,4
1353627386,1353627388,3,3,4
1353627398,1353627402,3,3,3
1353627477,1353627525,4,2,3
1353627535,1353627537,3,3,3
1353627644,1353627647,3,3,1
1353627670,1353627673,3,3,1
1353627879,1353627948,9,1,0
1353627959,1353627997,0,3,0
1353628004,1353628008,3,3,4
1353628025,1353628030,3,3,4
1353628032,1353628036,3,3,1
1353628105,1353628108,3,3,1
1353628115,1353628117,3,3,4
1353628140,1353630677,7,4,4
1353630767,1353630770,3,3,4
1353630797,1353630799,0,3,0
1353630811,1353630813,3,3,1
1353630925,1353658455,1,4,1
1353660019,1353660023,3,3,1
1353660291,1353660353,9,1,0
1353660355,1353660359,3,3,4
1353660483,1353660485,3,3,4
1353660488,1353660492,3,3,1
1353660540,1353660542,3,3,1
1353660565,1353660566,3,3,3
1353660836,1353660838,4,2,3
1353661162,1353661165,3,3,3
1353661234,1353661238,3,3,4
1353662228,1353662232,3,3,4
1353662239,1353662241,3,3,3
1353662267,1353662269,3,3,3
1353662280,1353662283,3,3,4
1353662934,1353662937,3,3,4
1353663149,1353663487,0,3,0
1353663811,1353664071,0,3,0
1353664083,1353664086,3,3,1
1353664089,1353664093,3,3,1
1353664124,1353664126,0,3,0
1353664319,1353664321,0,3,0
1353664352,1353664355,3,3,1
1353664420,1353664422,3,3,1
1353664589,1353664594,5,2,2
1353670547,1353670552,5,2,2
1353670568,1353670570,3,3,3
1353670573,1353670575,3,3,3
1353670656,1353670659,3,3,1
1353671126,1353671129,3,3,1
1353671314,1353671317,3,3,4
1353671586,1353671589,3,3,4
1353671604,1353671606,3,3,3
1353671793,1353671797,4,2,3
1353671808,1353671810,3,3,3
1353671820,1353671825,3,3,4
1353671840,1353671845,3,3,4
1353671850,1353671853,3,3,1
1353672221,1353672229,3,3,1
1353672235,1353672238,0,3,0
1353672253,1353672256,3,3,1
1353672306,1353672308,3,3,1
1353672316,1353672320,3,3,4
1353672375,1353675437,7,4,4
1353676988,1353676991,3,3,4
1353677026,1353677029,3,3,3
1353677676,1353677679,3,3,3
1353677688,1353677691,3,3,4
1353677925,1353677927,3,3,4
1353678046,1353678051,3,3,4
1353678032,1353678084,9,1,0
1353678098,1353678102,3,3,4
1353678112,1353678115,3,3,3
1353678285,1353678287,3,3,3
1353678297,1353678299,3,3,4
1353678423,1353678431,3,3,4
1353678436,1353678439,3,3,3
1353678713,1353678715,3,3,3
1353678722,1353678725,3,3,4
1353678780,1353685692,7,4,4
1353685760,1353685765,3,3,4
1353685775,1353685778,3,3,3
1353685802,1353685805,3,3,3
1353686164,1353686169,3,3,4
1353686115,1353686183,9,1,0
1353686244,1353686247,3,3,4
1353686259,1353686263,3,3,3
1353687081,1353687083,3,3,3
1353687099,1353687105,3,3,4
1353687130,1353689793,7,4,4
1353689829,1353689833,3,3,4
1353689880,1353689882,3,3,3
1353689896,1353689910,4,2,3
1353690036,1353690040,3,3,3
1353690060,1353690063,3,3,4
1353690360,1353690362,3,3,4
1353690385,1353690388,3,3,3
1353690396,1353690398,3,3,3
1353690430,1353690434,3,3,4
1353690439,1353696551,7,4,4
1353696601,1353696624,3,3,4
1353696805,1353696809,5,2,2
1353704623,1353704631,5,2,2
1353704871,1353704931,9,1,0
1353704956,1353704958,3,3,3
1353705138,1353705143,3,3,3
1353705292,1353705295,3,3,1
1353705333,1353705335,3,3,1
1353705348,1353705351,3,3,3
1353705411,1353705414,3,3,3
1353705458,1353713095,3,3,4
1353713115,1353713182,7,4,4
1353713223,1353713225,3,3,4
1353713275,1353713560,0,3,0
1353713620,1353713623,3,3,1
1353713766,1353747619,1,4,1
1353747737,1353747739,3,3,1
1353747759,1353747763,3,3,4
1353747859,1353747861,3,3,4
1353747882,1353747885,3,3,3
1353747937,1353747956,4,2,3
1353748202,1353748214,4,2,3
1353748314,1353748321,3,3,3
1353748380,1353748383,3,3,4
1353748400,1353748403,3,3,4
1353748745,1353748749,3,3,4
1353748679,1353748760,9,1,0
1353748811,1353751950,7,4,4
1353751980,1353751982,3,3,4
1353752176,1353752186,3,3,3
1353752305,1353752311,4,2,3
1353752358,1353752371,3,3,3
1353752382,1353752386,3,3,4
1353752537,1353752540,3,3,4
1353752544,1353752547,3,3,1
1353752961,1353752963,3,3,1
1353753011,1353753512,8,3,0
1353753594,1353753922,0,3,0
1353754308,1353754347,0,3,0
1353754430,1353754434,3,3,1
1353754528,1353754531,3,3,1
1353754795,1353754810,0,3,0
1353754875,1353754939,9,1,0
1353755205,1353755208,3,3,1
1353755285,1353755287,3,3,1
1353755312,1353755315,3,3,4
1353755329,1353755331,3,3,4
1353755341,1353755345,3,3,3
1353756227,1353756232,3,3,3
1353756330,1353756333,3,3,4
1353756623,1353756631,3,3,4
1353756637,1353756641,3,3,3
1353756652,1353756655,3,3,3
1353756667,1353756671,3,3,4
1353756687,1353759476,7,4,4
1353759502,1353759505,3,3,4
1353759546,1353759552,3,3,1
1353759561,1353759564,3,3,1
1353759570,1353759572,3,3,4
1353760038,1353760049,3,3,4
1353760075,1353760078,3,3,3
1353760236,1353760241,3,3,3
1353760251,1353760254,3,3,4
1353760620,1353760622,3,3,4
1353760827,1353760829,3,3,3
1353761367,1353761380,3,3,3
1353761401,1353761406,3,3,4
1353761543,1353761547,3,3,4
1353761755,1353761758,3,3,4
1353763926,1353763929,3,3,4
1353763931,1353763934,3,3,1
1353763951,1353763954,3,3,1
1353763958,1353763966,0,3,0
1353764137,1353764140,3,3,4
1353764170,1353764178,3,3,4
1353764190,1353764210,5,2,2
1353769139,1353769148,5,2,2
1353769156,1353769158,3,3,4
1353769170,1353769172,3,3,4
1353769192,1353769196,3,3,1
1353769228,1353769233,3,3,1
1353769244,1353769246,0,3,0
1353769268,1353769271,3,3,4
1353769285,1353769287,3,3,4
1353769240,1353769291,9,1,0
1353769370,1353769389,0,3,0
1353769340,1353769403,9,1,0
1353769405,1353769408,3,3,4
1353769460,1353783376,7,4,4
1353783502,1353783505,3,3,4
1353783518,1353783521,3,3,3
1353783522,1353783526,4,2,3
1353783550,1353783552,3,3,3
1353783579,1353783582,3,3,4
1353783639,1353783642,3,3,4
1353783651,1353783653,3,3,3
1353783673,1353783675,3,3,3
1353783686,1353783689,3,3,4
1353784016,1353784018,3,3,4
1353784027,1353784029,3,3,3
1353784077,1353784079,3,3,3
1353784089,1353784094,3,3,4
1353785468,1353785471,3,3,4
1353785480,1353785484,3,3,3
1353785491,1353785492,3,3,3
1353785503,1353785506,3,3,4
1353789613,1353789621,3,3,4
1353789635,1353789639,3,3,1
1353789708,1353789711,3,3,1
1353789725,1353789730,3,3,4
1353790458,1353790460,3,3,4
1353790683,1353790687,3,3,1
1353790740,1353790744,3,3,1
1353790805,1353790808,3,3,4
1353790873,1353790876,3,3,4
1353790915,1353790918,3,3,1
1353790930,1353790934,3,3,1
1353790947,1353790952,3,3,4
1353790907,1353790962,9,1,0
1353791821,1353791826,3,3,4
1353791845,1353791849,3,3,3
1353791871,1353791873,4,2,3
1353791930,1353791932,4,2,3
1353791940,1353791942,3,3,3
1353791954,1353791958,3,3,4
1353795662,1353795665,3,3,4
1353795672,1353795676,3,3,3
1353795696,1353795713,4,2,3
1353795786,1353795793,3,3,3
1353795823,1353795826,3,3,4
1353795856,1353800580,7,4,4
1353800650,1353800655,3,3,4
1353800675,1353800862,0,3,0
1353800897,1353800900,3,3,4
1353800952,1353804434,7,4,4
1353804484,1353804495,3,3,4
1353804618,1353804622,3,3,1
1353804674,1353831787,1,4,1
1353831855,1353831858,3,3,1
1353832148,1353832210,9,1,0
1353832159,1353832229,0,3,0
1353832281,1353832284,3,3,4
1353832397,1353832399,3,3,4
1353832431,1353832433,3,3,3
1353832725,1353832732,3,3,3
1353833010,1353833093,9,1,0
1353833045,1353833665,0,3,0
1353833756,1353833789,9,1,0
1353833882,1353833891,3,3,1
1353834177,1353834178,3,3,1
1353834195,1353834199,3,3,3
1353834236,1353834243,4,2,3
1353834244,1353834261,4,2,3
1353834465,1353834467,3,3,3
1353834587,1353834591,3,3,1
1353835286,1353835288,3,3,1
1353835322,1353835325,3,3,4
1353835439,1353836471,7,4,4
1353836474,1353836477,3,3,4
1353836532,1353836535,3,3,1
1353836555,1353836558,3,3,1
1353836682,1353836691,5,2,2
1353847161,1353847164,5,2,2
1353847346,1353847359,3,3,1
1353847307,1353847527,9,1,0
1353847651,1353847657,3,3,1
1353847673,1353847677,3,3,4
1353847693,1353847696,3,3,4
1353847707,1353847709,3,3,3
1353847794,1353847796,3,3,3
1353847807,1353847810,3,3,4
1353848459,1353850672,7,4,4
1353850704,1353850707,3,3,4
1353850716,1353850720,3,3,3
1353850769,1353850771,3,3,3
1353850806,1353850809,3,3,4
1353850848,1353850852,3,3,4
1353850894,1353850896,3,3,3
1353851228,1353851235,4,2,3
1353851304,1353851397,4,2,3
1353851454,1353851456,3,3,3
1353851466,1353851470,3,3,4
1353851837,1353851839,3,3,4
1353851847,1353851850,3,3,3
1353851996,1353851998,3,3,3
1353852011,1353852015,3,3,4
1353854831,1353854834,3,3,4
1353854844,1353854846,3,3,3
1353854898,1353854900,4,2,3
1353854904,1353854906,3,3,3
1353854980,1353854983,3,3,4
1353855391,1353855393,3,3,4
1353855405,1353855408,3,3,1
1353855435,1353855437,3,3,1
1353855472,1353855477,3,3,4
1353855507,1353855510,3,3,4
1353855531,1353855538,5,2,2
1353870599,1353870605,5,2,2
1353870628,1353870632,3,3,4
1353870691,1353870696,3,3,4
1353870817,1353870887,9,1,0
1353870923,1353870926,3,3,4
1353870991,1353877217,7,4,4
1353877261,1353877264,3,3,4
1353877299,1353877303,3,3,3
1353877770,1353877772,3,3,3
1353877782,1353877785,3,3,4
1353877800,1353877802,3,3,4
1353877809,1353877813,3,3,3
1353878010,1353878016,3,3,3
1353878021,1353878024,3,3,4
1353878028,1353878031,3,3,4
1353878039,1353878041,3,3,3
1353878047,1353878058,4,2,3
1353878071,1353878073,3,3,3
1353878084,1353878087,3,3,4
1353878101,1353881995,7,4,4
1353882005,1353882008,3,3,4
1353882018,1353882022,3,3,3
1353882110,1353882114,3,3,3
1353882122,1353882125,3,3,4
1353882142,1353882145,3,3,4
1353882153,1353882155,3,3,3
1353882321,1353882324,3,3,3
1353882334,1353882337,3,3,4
1353882377,1353885671,7,4,4
1353885728,1353885731,3,3,4
1353885734,1353885736,3,3,1
1353886003,1353886005,3,3,1
1353886023,1353886027,3,3,4
1353886137,1353889631,7,4,4
1353889714,1353889717,3,3,4
1353889728,1353889734,3,3,3
1353889774,1353889776,3,3,3
1353889916,1353889919,3,3,1
1353889896,1353889951,9,1,0
1353890021,1353916061,1,4,1
1353916201,1353916203,3,3,1
1353916514,1353916518,3,3,1
1353916500,1353916564,9,1,0
1353916603,1353919224,1,4,1
1353919417,1353919421,3,3,1
1353919826,1353919899,9,1,0
1353920092,1353920098,3,3,4
1353920232,1353920235,3,3,4
1353920249,1353920252,3,3,3
1353920308,1353920312,4,2,3
1353920388,1353920390,4,2,3
1353920697,1353920699,3,3,3
1353920935,1353920937,3,3,1
1353922123,1353922127,3,3,1
1353922456,1353922459,3,3,3
1353922521,1353922523,3,3,3
1353922622,1353922625,3,3,1
1353922646,1353922648,3,3,1
1353922965,1353923339,8,3,0
1353923569,1353924109,0,3,0
1353924402,1353924406,3,3,1
1353924515,1353924518,3,3,1
1353924702,1353924918,0,3,0
1353924946,1353925002,9,1,0
1353925025,1353925028,3,3,1
1353925734,1353925737,3,3,1
1353926042,1353926045,5,2,2
1353927570,1353927576,5,2,2
1353927587,1353927589,3,3,3
1353927707,1353927713,4,2,3
1353927727,1353927729,3,3,3
1353927740,1353927743,3,3,4
1353927754,1353927757,3,3,4
1353927807,1353927810,3,3,3
1353927841,1353927843,3,3,3
1353927853,1353927856,3,3,4
1353927903,1353929246,7,4,4
1353929255,1353929258,3,3,4
1353929267,1353929271,3,3,3
1353929361,1353929363,3,3,3
1353929533,1353929536,3,3,4
1353929547,1353930623,7,4,4
1353930703,1353930705,3,3,4
1353930722,1353930726,5,2,2
1353952491,1353952497,5,2,2
1353952825,1353952889,9,1,0
1353952949,1353952952,3,3,4
1353953328,1353953331,3,3,4
1353953342,1353953346,3,3,3
1353953366,1353953368,3,3,3
1353953384,1353953387,3,3,4
1353953317,1353960125,7,4,4
1353960226,1353960229,3,3,4
1353960441,1353960446,3,3,3
1353960533,1353960535,3,3,3
1353960605,1353960608,3,3,4
1353960619,1353960621,3,3,4
1353960739,1353960743,3,3,3
1353960764,1353960765,3,3,3
1353960812,1353960818,3,3,1
1353960834,1353960836,3,3,1
1353960882,1353960885,3,3,4
1353961059,1353961062,3,3,4
1353961070,1353961083,5,2,2
1353976036,1353976039,5,2,2
1353976085,1353976087,3,3,3
1353976157,1353976159,3,3,3
1353976226,1353976229,3,3,4
1353976308,1353976312,3,3,4
1353976314,1353976316,3,3,1
1353976409,1353976412,3,3,1
1353976623,1353976683,0,3,0
1353976916,1353976981,9,1,0
1353976931,1353976992,0,3,0
1353977011,1353977016,3,3,1
1353977054,1354007535,1,4,1
1354007562,1354007565,3,3,1
1354007893,1354007972,9,1,0
1354007976,1354007979,3,3,4
1354008026,1354008029,3,3,4
1354008043,1354008045,3,3,3
1354008143,1354008147,4,2,3
1354008174,1354008175,4,2,3
1354008635,1354008637,3,3,3
1354008671,1354008675,3,3,4
1354008879,1354008882,3,3,4
1354008885,1354008888,3,3,1
1354008989,1354008992,3,3,1
1354009306,1354009310,3,3,3
1354009396,1354009398,3,3,3
1354009481,1354009483,3,3,1
1354009562,1354009566,3,3,1
1354009575,1354009577,3,3,4
1354009628,1354013037,7,4,4
1354013047,1354013051,3,3,4
1354013063,1354013066,3,3,3
1354013126,1354013128,3,3,3
1354013145,1354013148,3,3,4
1354013363,1354013365,3,3,4
1354013597,1354013600,0,3,0
1354013635,1354013638,3,3,3
1354013655,1354013662,4,2,3
1354013666,1354013669,3,3,3
1354013695,1354013699,3,3,1
1354013926,1354013930,3,3,1
1354013933,1354013937,3,3,4
1354013947,1354015321,7,4,4
1354015396,1354015400,3,3,4
1354015410,1354015413,3,3,3
1354015482,1354015484,3,3,3
1354015564,1354015566,3,3,4
1354015507,1354015599,9,1,0
1354015657,1354018877,7,4,4
1354018927,1354018931,3,3,4
1354018942,1354018945,3,3,3
1354019006,1354019008,3,3,3
1354019038,1354019039,3,3,4
1354019049,1354019052,3,3,4
1354019191,1354019193,3,3,1
1354019203,1354019205,3,3,1
1354019210,1354019212,3,3,4
1354019237,1354019239,3,3,4
1354019542,1354020044,0,3,0
1354020112,1354020832,8,3,0
1354020868,1354020898,0,3,0
1354021034,1354021036,3,3,4
1354021401,1354021403,3,3,4
1354021412,1354021414,3,3,1
1354021435,1354021439,3,3,1
1354021854,1354021857,3,3,4
1354021876,1354023197,7,4,4
1354023258,1354023261,3,3,4
1354023325,1354023328,3,3,1
1354023360,1354023362,3,3,1
1354023425,1354023428,3,3,4
1354023430,1354023432,3,3,4
1354023483,1354023487,5,2,2
1354029285,1354029290,5,2,2
1354029528,1354029531,3,3,3
1354029653,1354029655,3,3,3
1354029725,1354029728,3,3,4
1354029798,1354038556,7,4,4
1354038657,1354038659,3,3,4
1354038672,1354038676,3,3,1
1354038813,1354038815,3,3,1
1354038864,1354038867,3,3,3
1354038913,1354038915,3,3,3
1354038928,1354038931,3,3,4
1354039822,1354039825,3,3,4
1354039835,1354039840,3,3,3
1354039882,1354039884,3,3,3
1354039897,1354039900,3,3,4
1354041367,1354041370,3,3,4
1354041434,1354041437,3,3,4
1354041889,1354041891,3,3,4
1354041975,1354041978,3,3,3
1354041984,1354042000,4,2,3
1354042013,1354042016,3,3,3
1354042027,1354042029,3,3,4
1354042088,1354042704,7,4,4
1354046390,1354046393,3,3,4
1354046408,1354046412,3,3,3
1354046428,1354046431,3,3,3
1354046445,1354046448,3,3,4
1354046478,1354046481,3,3,4
1354046488,1354046543,0,3,0
1354046667,1354046721,9,1,0
1354046788,1354046811,0,3,0
1354046995,1354046998,3,3,4
1354047113,1354047115,3,3,4
1354047122,1354047133,5,2,2
1354063035,1354063038,5,2,2
1354063073,1354063076,3,3,4
1354063159,1354063162,3,3,4
1354063224,1354063226,3,3,1
1354063297,1354063299,3,3,1
1354063307,1354063342,0,3,0
1354063430,1354063437,3,3,1
1354063464,1354063467,3,3,1
1354063781,1354063784,3,3,4
1354063802,1354063804,3,3,4
1354063771,1354063826,9,1,0
1354063829,1354063835,3,3,1
1354063913,1354090357,1,4,1
1354090562,1354090566,3,3,1
1354091038,1354091121,9,1,0
1354091126,1354091129,3,3,1
1354091183,1354091187,3,3,1
1354091193,1354091196,3,3,4
1354091235,1354091238,3,3,4
1354091254,1354091258,3,3,3
1354091349,1354091351,4,2,3
1354091378,1354091380,4,2,3
1354092210,1354092211,3,3,3
1354092225,1354092228,3,3,4
1354092277,1354092280,3,3,4
1354092289,1354092292,3,3,3
1354092340,1354092344,4,2,3
1354092361,1354092363,3,3,3
1354092402,1354092405,0,3,0
1354092542,1354092545,3,3,1
1354092566,1354092569,3,3,1
1354092615,1354092968,0,3,0
1354093230,1354093307,9,1,0
1354093464,1354093538,0,3,0
1354094016,1354094020,3,3,1
1354094405,1354094409,3,3,1
1354094715,1354094717,3,3,3
1354094909,1354094911,3,3,3
1354095202,1354095204,3,3,4
1354095295,1354095897,7,4,4
1354095946,1354095949,3,3,4
1354095962,1354095967,3,3,1
1354095982,1354095984,3,3,1
1354096162,1354096166,3,3,3
1354096189,1354096193,3,3,3
1354096212,1354096216,3,3,4
1354096226,1354096987,7,4,4
1354096991,1354096994,3,3,4
1354097056,1354097059,5,2,2
1354102062,1354102065,5,2,2
1354102082,1354102084,3,3,3
1354102086,1354102089,4,2,3
1354102125,1354102126,3,3,3
